example_id,source_id,source_role,condition,split,profile_index,technical_label,logp_A,logp_B,technical_margin
resnet:matched_other_expert:test:6:B,resnet,cv,matched_other_expert,test,6,B,-1.2251980304718018,-0.35019803047180176,0.875
resnet:matched_other_expert:test:7:A,resnet,cv,matched_other_expert,test,7,A,-0.12752121686935425,-2.127521276473999,2.0000000596046448
resnet:matched_other_expert:test:7:B,resnet,cv,matched_other_expert,test,7,B,-1.408362627029419,-0.28336256742477417,1.1250000596046448
transformer:domain_expert:train:0:A,transformer,sequence,domain_expert,train,0,A,-0.25320538878440857,-1.503205418586731,1.2500000298023224
transformer:domain_expert:train:0:B,transformer,sequence,domain_expert,train,0,B,-1.3153882026672363,-0.31538817286491394,1.0000000298023224
transformer:domain_expert:train:1:A,transformer,sequence,domain_expert,train,1,A,-0.20217636227607727,-1.7021763324737549,1.4999999701976776
transformer:domain_expert:train:1:B,transformer,sequence,domain_expert,train,1,B,-1.4077625274658203,-0.2827625572681427,1.1249999701976776
transformer:domain_expert:train:2:A,transformer,sequence,domain_expert,train,2,A,-0.09039680659770966,-2.4653968811035156,2.375000074505806
transformer:domain_expert:train:2:B,transformer,sequence,domain_expert,train,2,B,-1.4084290266036987,-0.28342899680137634,1.1250000298023224
transformer:domain_expert:train:3:A,transformer,sequence,domain_expert,train,3,A,-0.11411824822425842,-2.2391183376312256,2.125000089406967
transformer:domain_expert:train:3:B,transformer,sequence,domain_expert,train,3,B,-1.5040688514709473,-0.2540687918663025,1.2500000596046448
transformer:domain_expert:validation:4:A,transformer,sequence,domain_expert,validation,4,A,-0.22691118717193604,-1.601911187171936,1.375
transformer:domain_expert:validation:4:B,transformer,sequence,domain_expert,validation,4,B,-0.9765132665634155,-0.4765132963657379,0.4999999701976776
transformer:domain_expert:validation:5:A,transformer,sequence,domain_expert,validation,5,A,-0.4754079580307007,-0.9754079580307007,0.5
transformer:domain_expert:validation:5:B,transformer,sequence,domain_expert,validation,5,B,-0.8996093273162842,-0.5246093273162842,0.375
transformer:domain_expert:test:6:A,transformer,sequence,domain_expert,test,6,A,-0.25291743874549866,-1.5029174089431763,1.2499999701976776
transformer:domain_expert:test:6:B,transformer,sequence,domain_expert,test,6,B,-1.314781904220581,-0.3147818446159363,1.0000000596046448
transformer:domain_expert:test:7:A,transformer,sequence,domain_expert,test,7,A,-0.1611281931400299,-1.9111281633377075,1.7499999701976776
transformer:domain_expert:test:7:B,transformer,sequence,domain_expert,test,7,B,-1.3150079250335693,-0.31500789523124695,1.0000000298023224
transformer:matched_other_expert:train:0:A,transformer,sequence,matched_other_expert,train,0,A,-0.2824003994464874,-1.407400369644165,1.1249999701976776
transformer:matched_other_expert:train:0:B,transformer,sequence,matched_other_expert,train,0,B,-1.0558092594146729,-0.43080928921699524,0.6249999701976776
transformer:matched_other_expert:train:1:A,transformer,sequence,matched_other_expert,train,1,A,-0.47540026903152466,-0.9754002690315247,0.5
transformer:matched_other_expert:train:1:B,transformer,sequence,matched_other_expert,train,1,B,-1.0555058717727661,-0.4305058717727661,0.625
transformer:matched_other_expert:train:2:A,transformer,sequence,matched_other_expert,train,2,A,-0.22705169022083282,-1.6020517349243164,1.3750000447034836
transformer:matched_other_expert:train:2:B,transformer,sequence,matched_other_expert,train,2,B,-1.0568708181381226,-0.43187078833580017,0.6250000298023224
transformer:matched_other_expert:train:3:A,transformer,sequence,matched_other_expert,train,3,A,-0.16169452667236328,-1.9116945266723633,1.75
transformer:matched_other_expert:train:3:B,transformer,sequence,matched_other_expert,train,3,B,-1.5044950246810913,-0.2544950544834137,1.2499999701976776
transformer:matched_other_expert:validation:4:A,transformer,sequence,matched_other_expert,validation,4,A,-0.28292471170425415,-1.4079246520996094,1.1249999403953552
transformer:matched_other_expert:validation:4:B,transformer,sequence,matched_other_expert,validation,4,B,-0.900710940361023,-0.525710940361023,0.375
transformer:matched_other_expert:validation:5:A,transformer,sequence,matched_other_expert,validation,5,A,-0.5773801803588867,-0.8273801803588867,0.25
transformer:matched_other_expert:validation:5:B,transformer,sequence,matched_other_expert,validation,5,B,-0.8998005986213684,-0.5248005986213684,0.375
transformer:matched_other_expert:test:6:A,transformer,sequence,matched_other_expert,test,6,A,-0.42979341745376587,-1.054793357849121,0.6249999403953552
transformer:matched_other_expert:test:6:B,transformer,sequence,matched_other_expert,test,6,B,-1.3148481845855713,-0.3148481547832489,1.0000000298023224
transformer:matched_other_expert:test:7:A,transformer,sequence,matched_other_expert,test,7,A,-0.253031462430954,-1.5030314922332764,1.2500000298023224
transformer:matched_other_expert:test:7:B,transformer,sequence,matched_other_expert,test,7,B,-1.3151793479919434,-0.31517934799194336,1.0
unet:domain_expert:train:0:A,unet,biomedical_cv,domain_expert,train,0,A,-0.03102085366845131,-3.5310208797454834,3.500000026077032
unet:domain_expert:train:0:B,unet,biomedical_cv,domain_expert,train,0,B,-1.5080692768096924,-0.25806933641433716,1.2499999403953552
unet:domain_expert:train:1:A,unet,biomedical_cv,domain_expert,train,1,A,-0.04465147480368614,-3.169651508331299,3.1250000335276127
unet:domain_expert:train:1:B,unet,biomedical_cv,domain_expert,train,1,B,-1.1396069526672363,-0.38960695266723633,0.75
unet:domain_expert:train:2:A,unet,biomedical_cv,domain_expert,train,2,A,-0.016121506690979004,-4.2661213874816895,4.2499998807907104
unet:domain_expert:train:2:B,unet,biomedical_cv,domain_expert,train,2,B,-1.8113754987716675,-0.18637552857398987,1.6249999701976776
unet:domain_expert:train:3:A,unet,biomedical_cv,domain_expert,train,3,A,-0.012321896851062775,-4.512321949005127,4.500000052154064
unet:domain_expert:train:3:B,unet,biomedical_cv,domain_expert,train,3,B,-1.7065212726593018,-0.20652124285697937,1.5000000298023224
unet:domain_expert:validation:4:A,unet,biomedical_cv,domain_expert,validation,4,A,-0.01945614069700241,-4.019455909729004,3.9999997690320015
unet:domain_expert:validation:4:B,unet,biomedical_cv,domain_expert,validation,4,B,-1.5074522495269775,-0.25745221972465515,1.2500000298023224
unet:domain_expert:validation:5:A,unet,biomedical_cv,domain_expert,validation,5,A,-0.05049075186252594,-3.0504908561706543,3.0000001043081284
unet:domain_expert:validation:5:B,unet,biomedical_cv,domain_expert,validation,5,B,-1.6049909591674805,-0.22999098896980286,1.3749999701976776
unet:domain_expert:test:6:A,unet,biomedical_cv,domain_expert,test,6,A,-0.024255432188510895,-3.7742555141448975,3.7500000819563866
unet:domain_expert:test:6:B,unet,biomedical_cv,domain_expert,test,6,B,-1.2261873483657837,-0.3511873483657837,0.875
unet:domain_expert:test:7:A,unet,biomedical_cv,domain_expert,test,7,A,-0.031032295897603035,-3.5310323238372803,3.5000000279396772
unet:domain_expert:test:7:B,unet,biomedical_cv,domain_expert,test,7,B,-1.603662133216858,-0.22866208851337433,1.3750000447034836
unet:matched_other_expert:train:0:A,unet,biomedical_cv,matched_other_expert,train,0,A,-0.034886062145233154,-3.409886121749878,3.3750000596046448
unet:matched_other_expert:train:0:B,unet,biomedical_cv,matched_other_expert,train,0,B,-1.605446219444275,-0.23044618964195251,1.3750000298023224
unet:matched_other_expert:train:1:A,unet,biomedical_cv,matched_other_expert,train,1,A,-0.03928956389427185,-3.2892894744873047,3.249999910593033
unet:matched_other_expert:train:1:B,unet,biomedical_cv,matched_other_expert,train,1,B,-1.4093639850616455,-0.2843639850616455,1.125
unet:matched_other_expert:train:2:A,unet,biomedical_cv,matched_other_expert,train,2,A,-0.022080998867750168,-3.897080898284912,3.874999899417162
unet:matched_other_expert:train:2:B,unet,biomedical_cv,matched_other_expert,train,2,B,-1.8099116086959839,-0.18491163849830627,1.6249999701976776
unet:matched_other_expert:train:3:A,unet,biomedical_cv,matched_other_expert,train,3,A,-0.01506064459681511,-4.2650604248046875,4.249999780207872
unet:matched_other_expert:train:3:B,unet,biomedical_cv,matched_other_expert,train,3,B,-1.8099064826965332,-0.1849064826965332,1.625
unet:matched_other_expert:validation:4:A,unet,biomedical_cv,matched_other_expert,validation,4,A,-0.021750016137957573,-3.896749973297119,3.8749999571591616
unet:matched_other_expert:validation:4:B,unet,biomedical_cv,matched_other_expert,validation,4,B,-1.5068663358688354,-0.25686633586883545,1.25
unet:matched_other_expert:validation:5:A,unet,biomedical_cv,matched_other_expert,validation,5,A,-0.06376703083515167,-2.8137669563293457,2.749999925494194
unet:matched_other_expert:validation:5:B,unet,biomedical_cv,matched_other_expert,validation,5,B,-1.506022334098816,-0.25602230429649353,1.2500000298023224
unet:matched_other_expert:test:6:A,unet,biomedical_cv,matched_other_expert,test,6,A,-0.018821805715560913,-4.018821716308594,3.999999910593033
unet:matched_other_expert:test:6:B,unet,biomedical_cv,matched_other_expert,test,6,B,-1.408833384513855,-0.28383341431617737,1.1249999701976776
unet:matched_other_expert:test:7:A,unet,biomedical_cv,matched_other_expert,test,7,A,-0.03897535055875778,-3.288975238800049,3.249999888241291
unet:matched_other_expert:test:7:B,unet,biomedical_cv,matched_other_expert,test,7,B,-1.5050718784332275,-0.25507181882858276,1.2500000596046448
kriging:domain_expert:train:0:A,kriging,geospatial,domain_expert,train,0,A,-0.06278320401906967,-2.8127832412719727,2.750000037252903
kriging:domain_expert:train:0:B,kriging,geospatial,domain_expert,train,0,B,-0.9009087085723877,-0.5259087085723877,0.375
kriging:domain_expert:train:1:A,kriging,geospatial,domain_expert,train,1,A,-0.021128224208950996,-3.8961281776428223,3.8749999534338713
kriging:domain_expert:train:1:B,kriging,geospatial,domain_expert,train,1,B,-1.0561065673828125,-0.4311066269874573,0.6249999403953552
kriging:domain_expert:train:2:A,kriging,geospatial,domain_expert,train,2,A,-0.02391422726213932,-3.773914337158203,3.750000109896064
kriging:domain_expert:train:2:B,kriging,geospatial,domain_expert,train,2,B,-0.9769959449768066,-0.47699594497680664,0.5
kriging:domain_expert:train:3:A,kriging,geospatial,domain_expert,train,3,A,-0.013054853305220604,-4.388054847717285,4.3749999944120646
kriging:domain_expert:train:3:B,kriging,geospatial,domain_expert,train,3,B,-1.7054548263549805,-0.20545481145381927,1.5000000149011612
kriging:domain_expert:validation:4:A,kriging,geospatial,domain_expert,validation,4,A,-0.04940130561590195,-3.04940128326416,2.999999977648258
kriging:domain_expert:validation:4:B,kriging,geospatial,domain_expert,validation,4,B,-0.47599515318870544,-0.9759951829910278,-0.5000000298023224
kriging:domain_expert:validation:5:A,kriging,geospatial,domain_expert,validation,5,A,-0.11369188874959946,-2.238691806793213,2.1249999180436134
kriging:domain_expert:validation:5:B,kriging,geospatial,domain_expert,validation,5,B,-0.6344630718231201,-0.7594630718231201,-0.125
kriging:domain_expert:test:6:A,kriging,geospatial,domain_expert,test,6,A,-0.016414253041148186,-4.141414165496826,4.124999912455678
kriging:domain_expert:test:6:B,kriging,geospatial,domain_expert,test,6,B,-0.8278331756591797,-0.5778331756591797,0.25
kriging:domain_expert:test:7:A,kriging,geospatial,domain_expert,test,7,A,-0.0435781255364418,-3.1685781478881836,3.125000022351742
kriging:domain_expert:test:7:B,kriging,geospatial,domain_expert,test,7,B,-1.3150835037231445,-0.31508350372314453,1.0
kriging:matched_other_expert:train:0:A,kriging,geospatial,matched_other_expert,train,0,A,-0.07951144129037857,-2.5795114040374756,2.499999962747097
kriging:matched_other_expert:train:0:B,kriging,geospatial,matched_other_expert,train,0,B,-0.5247656106948853,-0.8997656106948853,-0.375
kriging:matched_other_expert:train:1:A,kriging,geospatial,matched_other_expert,train,1,A,-0.030337613075971603,-3.5303375720977783,3.4999999590218067
kriging:matched_other_expert:train:1:B,kriging,geospatial,matched_other_expert,train,1,B,-0.6343697309494019,-0.7593697309494019,-0.125
kriging:matched_other_expert:train:2:A,kriging,geospatial,matched_other_expert,train,2,A,-0.026985986158251762,-3.6519858837127686,3.624999897554517
kriging:matched_other_expert:train:2:B,kriging,geospatial,matched_other_expert,train,2,B,-0.6348929405212402,-0.7598929405212402,-0.125
kriging:matched_other_expert:train:3:A,kriging,geospatial,matched_other_expert,train,3,A,-0.01656833104789257,-4.141568183898926,4.124999852851033
kriging:matched_other_expert:train:3:B,kriging,geospatial,matched_other_expert,train,3,B,-1.2263158559799194,-0.3513158857822418,0.8749999701976776
kriging:matched_other_expert:validation:4:A,kriging,geospatial,matched_other_expert,validation,4,A,-0.06290467083454132,-2.8129045963287354,2.749999925494194
kriging:matched_other_expert:validation:4:B,kriging,geospatial,matched_other_expert,validation,4,B,-0.20301200449466705,-1.7030119895935059,-1.4999999850988388
kriging:matched_other_expert:validation:5:A,kriging,geospatial,matched_other_expert,validation,5,A,-0.12773002684116364,-2.127730131149292,2.0000001043081284
kriging:matched_other_expert:validation:5:B,kriging,geospatial,matched_other_expert,validation,5,B,-0.3496871590614319,-1.224687099456787,-0.8749999403953552
kriging:matched_other_expert:test:6:A,kriging,geospatial,matched_other_expert,test,6,A,-0.02679787576198578,-3.6517977714538574,3.6249998956918716
kriging:matched_other_expert:test:6:B,kriging,geospatial,matched_other_expert,test,6,B,-0.5244755744934082,-0.8994755744934082,-0.375
kriging:matched_other_expert:test:7:A,kriging,geospatial,matched_other_expert,test,7,A,-0.04919171705842018,-3.04919171333313,2.9999999962747097
kriging:matched_other_expert:test:7:B,kriging,geospatial,matched_other_expert,test,7,B,-0.8275079727172852,-0.5775079727172852,0.25
