example_id,source_id,source_role,condition,split,profile_index,technical_label,logp_A,logp_B,technical_margin
resnet:irrelevant_researcher:test:8:B,resnet,cv,irrelevant_researcher,test,8,B,-1.4093539714813232,-0.284354031085968,1.1249999403953552
resnet:relevant_practitioner:train:0:A,resnet,cv,relevant_practitioner,train,0,A,-0.0799582302570343,-2.579958200454712,2.4999999701976776
resnet:relevant_practitioner:train:0:B,resnet,cv,relevant_practitioner,train,0,B,-1.4098042249679565,-0.28480425477027893,1.1249999701976776
resnet:relevant_practitioner:train:1:A,resnet,cv,relevant_practitioner,train,1,A,-0.018672170117497444,-4.018671989440918,3.9999998193234205
resnet:relevant_practitioner:train:1:B,resnet,cv,relevant_practitioner,train,1,B,-2.6972689628601074,-0.07226891815662384,2.6250000447034836
resnet:relevant_practitioner:train:2:A,resnet,cv,relevant_practitioner,train,2,A,-0.027729611843824387,-3.6527295112609863,3.624999899417162
resnet:relevant_practitioner:train:2:B,resnet,cv,relevant_practitioner,train,2,B,-1.505845546722412,-0.2558455765247345,1.2499999701976776
resnet:relevant_practitioner:train:3:A,resnet,cv,relevant_practitioner,train,3,A,-0.2024727761745453,-1.7024728059768677,1.5000000298023224
resnet:relevant_practitioner:train:3:B,resnet,cv,relevant_practitioner,train,3,B,-0.9001415967941284,-0.5251415967941284,0.375
resnet:relevant_practitioner:validation:4:A,resnet,cv,relevant_practitioner,validation,4,A,-0.07965356856584549,-2.57965350151062,2.4999999329447746
resnet:relevant_practitioner:validation:4:B,resnet,cv,relevant_practitioner,validation,4,B,-1.807541012763977,-0.18254101276397705,1.625
resnet:relevant_practitioner:validation:5:A,resnet,cv,relevant_practitioner,validation,5,A,-0.016606085002422333,-4.141605854034424,4.1249997690320015
resnet:relevant_practitioner:validation:5:B,resnet,cv,relevant_practitioner,validation,5,B,-2.3527944087982178,-0.10279447585344315,2.2499999329447746
resnet:relevant_practitioner:test:6:A,resnet,cv,relevant_practitioner,test,6,A,-0.12795430421829224,-2.1279542446136475,1.9999999403953552
resnet:relevant_practitioner:test:6:B,resnet,cv,relevant_practitioner,test,6,B,-1.4089343547821045,-0.2839342951774597,1.1250000596046448
resnet:relevant_practitioner:test:7:A,resnet,cv,relevant_practitioner,test,7,A,-0.04360243305563927,-3.168602466583252,3.1250000335276127
resnet:relevant_practitioner:test:7:B,resnet,cv,relevant_practitioner,test,7,B,-0.8282936811447144,-0.5782936811447144,0.25
resnet:relevant_practitioner:test:8:A,resnet,cv,relevant_practitioner,test,8,A,-0.07975626736879349,-2.579756259918213,2.4999999925494194
resnet:relevant_practitioner:test:8:B,resnet,cv,relevant_practitioner,test,8,B,-1.5044326782226562,-0.25443267822265625,1.25
resnet:irrelevant_practitioner:train:0:A,resnet,cv,irrelevant_practitioner,train,0,A,-0.07995426654815674,-2.579954147338867,2.4999998807907104
resnet:irrelevant_practitioner:train:0:B,resnet,cv,irrelevant_practitioner,train,0,B,-1.409705638885498,-0.28470560908317566,1.1250000298023224
resnet:irrelevant_practitioner:train:1:A,resnet,cv,irrelevant_practitioner,train,1,A,-0.02100905030965805,-3.8960089683532715,3.8749999180436134
resnet:irrelevant_practitioner:train:1:B,resnet,cv,irrelevant_practitioner,train,1,B,-2.697707176208496,-0.07270709425210953,2.6250000819563866
resnet:irrelevant_practitioner:train:2:A,resnet,cv,irrelevant_practitioner,train,2,A,-0.043848566710948944,-3.1688485145568848,3.124999947845936
resnet:irrelevant_practitioner:train:2:B,resnet,cv,irrelevant_practitioner,train,2,B,-1.3165556192398071,-0.31655558943748474,1.0000000298023224
resnet:irrelevant_practitioner:train:3:A,resnet,cv,irrelevant_practitioner,train,3,A,-0.3147487938404083,-1.314748764038086,0.9999999701976776
resnet:irrelevant_practitioner:train:3:B,resnet,cv,irrelevant_practitioner,train,3,B,-0.828357994556427,-0.578357994556427,0.25
resnet:irrelevant_practitioner:validation:4:A,resnet,cv,irrelevant_practitioner,validation,4,A,-0.4302651882171631,-1.055265188217163,0.625
resnet:irrelevant_practitioner:validation:4:B,resnet,cv,irrelevant_practitioner,validation,4,B,-0.7604557275772095,-0.6354557275772095,0.125
resnet:irrelevant_practitioner:validation:5:A,resnet,cv,irrelevant_practitioner,validation,5,A,-0.16137443482875824,-1.9113744497299194,1.7500000149011612
resnet:irrelevant_practitioner:validation:5:B,resnet,cv,irrelevant_practitioner,validation,5,B,-1.3158905506134033,-0.3158906102180481,0.9999999403953552
resnet:irrelevant_practitioner:test:6:A,resnet,cv,irrelevant_practitioner,test,6,A,-0.5779907703399658,-0.8279907703399658,0.25
resnet:irrelevant_practitioner:test:6:B,resnet,cv,irrelevant_practitioner,test,6,B,-0.38999685645103455,-1.139996886253357,-0.7500000298023224
resnet:irrelevant_practitioner:test:7:A,resnet,cv,irrelevant_practitioner,test,7,A,-0.6944778561592102,-0.6944778561592102,0.0
resnet:irrelevant_practitioner:test:7:B,resnet,cv,irrelevant_practitioner,test,7,B,-0.20280402898788452,-1.7028040885925293,-1.5000000596046448
resnet:irrelevant_practitioner:test:8:A,resnet,cv,irrelevant_practitioner,test,8,A,-0.3500957190990448,-1.2250957489013672,0.8750000298023224
resnet:irrelevant_practitioner:test:8:B,resnet,cv,irrelevant_practitioner,test,8,B,-1.1406670808792114,-0.3906671106815338,0.7499999701976776
transformer:relevant_researcher:train:0:A,transformer,sequence,relevant_researcher,train,0,A,-0.16153591871261597,-1.9115359783172607,1.7500000596046448
transformer:relevant_researcher:train:0:B,transformer,sequence,relevant_researcher,train,0,B,-1.7035914659500122,-0.2035914957523346,1.4999999701976776
transformer:relevant_researcher:train:1:A,transformer,sequence,relevant_researcher,train,1,A,-0.07076744735240936,-2.695767402648926,2.6249999552965164
transformer:relevant_researcher:train:1:B,transformer,sequence,relevant_researcher,train,1,B,-2.6966333389282227,-0.07163338363170624,2.6249999552965164
transformer:relevant_researcher:train:2:A,transformer,sequence,relevant_researcher,train,2,A,-0.0713319480419159,-2.6963319778442383,2.6250000298023224
transformer:relevant_researcher:train:2:B,transformer,sequence,relevant_researcher,train,2,B,-1.704015851020813,-0.2040158063173294,1.5000000447034836
transformer:relevant_researcher:train:3:A,transformer,sequence,relevant_researcher,train,3,A,-0.11378094553947449,-2.238780975341797,2.1250000298023224
transformer:relevant_researcher:train:3:B,transformer,sequence,relevant_researcher,train,3,B,-1.7031843662261963,-0.2031843215227127,1.5000000447034836
transformer:relevant_researcher:validation:4:A,transformer,sequence,relevant_researcher,validation,4,A,-0.14383307099342346,-2.0188331604003906,1.8750000894069672
transformer:relevant_researcher:validation:4:B,transformer,sequence,relevant_researcher,validation,4,B,-1.806937336921692,-0.18193736672401428,1.6249999701976776
transformer:relevant_researcher:validation:5:A,transformer,sequence,relevant_researcher,validation,5,A,-0.1013505682349205,-2.3513505458831787,2.249999977648258
transformer:relevant_researcher:validation:5:B,transformer,sequence,relevant_researcher,validation,5,B,-2.020287275314331,-0.1452873796224594,1.8749998956918716
transformer:relevant_researcher:test:6:A,transformer,sequence,relevant_researcher,test,6,A,-0.1805962473154068,-1.8055962324142456,1.6249999850988388
transformer:relevant_researcher:test:6:B,transformer,sequence,relevant_researcher,test,6,B,-1.8061350584030151,-0.18113505840301514,1.625
transformer:relevant_researcher:test:7:A,transformer,sequence,relevant_researcher,test,7,A,-0.03886917605996132,-3.2888691425323486,3.2499999664723873
transformer:relevant_researcher:test:7:B,transformer,sequence,relevant_researcher,test,7,B,-1.8071995973587036,-0.1821995973587036,1.625
transformer:relevant_researcher:test:8:A,transformer,sequence,relevant_researcher,test,8,A,-0.20236285030841827,-1.7023628950119019,1.5000000447034836
transformer:relevant_researcher:test:8:B,transformer,sequence,relevant_researcher,test,8,B,-1.8065437078475952,-0.1815437525510788,1.6249999552965164
transformer:irrelevant_researcher:train:0:A,transformer,sequence,irrelevant_researcher,train,0,A,-0.18095910549163818,-1.8059591054916382,1.625
transformer:irrelevant_researcher:train:0:B,transformer,sequence,irrelevant_researcher,train,0,B,-1.6028742790222168,-0.227874293923378,1.3749999850988388
transformer:irrelevant_researcher:train:1:A,transformer,sequence,irrelevant_researcher,train,1,A,-0.07060173153877258,-2.69560170173645,2.6249999701976776
transformer:irrelevant_researcher:train:1:B,transformer,sequence,irrelevant_researcher,train,1,B,-2.5805840492248535,-0.0805841013789177,2.499999947845936
transformer:irrelevant_researcher:train:2:A,transformer,sequence,irrelevant_researcher,train,2,A,-0.14428845047950745,-2.0192885398864746,1.8750000894069672
transformer:irrelevant_researcher:train:2:B,transformer,sequence,irrelevant_researcher,train,2,B,-1.409111499786377,-0.28411152958869934,1.1249999701976776
transformer:irrelevant_researcher:train:3:A,transformer,sequence,irrelevant_researcher,train,3,A,-0.38873153924942017,-1.1387314796447754,0.7499999403953552
transformer:irrelevant_researcher:train:3:B,transformer,sequence,irrelevant_researcher,train,3,B,-1.0558890104293823,-0.4308890104293823,0.625
transformer:irrelevant_researcher:validation:4:A,transformer,sequence,irrelevant_researcher,validation,4,A,-0.7595750689506531,-0.6345750689506531,-0.125
transformer:irrelevant_researcher:validation:4:B,transformer,sequence,irrelevant_researcher,validation,4,B,-0.5783064961433411,-0.8283064961433411,-0.25
transformer:irrelevant_researcher:validation:5:A,transformer,sequence,irrelevant_researcher,validation,5,A,-0.3500373363494873,-1.2250373363494873,0.875
transformer:irrelevant_researcher:validation:5:B,transformer,sequence,irrelevant_researcher,validation,5,B,-1.4082777500152588,-0.28327780961990356,1.1249999403953552
transformer:irrelevant_researcher:test:6:A,transformer,sequence,irrelevant_researcher,test,6,A,-0.6347343921661377,-0.7597343921661377,0.125
transformer:irrelevant_researcher:test:6:B,transformer,sequence,irrelevant_researcher,test,6,B,-0.9005235433578491,-0.5255235433578491,0.375
transformer:irrelevant_researcher:test:7:A,transformer,sequence,irrelevant_researcher,test,7,A,-0.577576756477356,-0.827576756477356,0.25
transformer:irrelevant_researcher:test:7:B,transformer,sequence,irrelevant_researcher,test,7,B,-0.7593315243721008,-0.6343315243721008,0.125
transformer:irrelevant_researcher:test:8:A,transformer,sequence,irrelevant_researcher,test,8,A,-0.6953275203704834,-0.6953275203704834,0.0
transformer:irrelevant_researcher:test:8:B,transformer,sequence,irrelevant_researcher,test,8,B,-0.9770446419715881,-0.47704464197158813,0.5
transformer:relevant_practitioner:train:0:A,transformer,sequence,relevant_practitioner,train,0,A,-0.16149067878723145,-1.9114906787872314,1.75
transformer:relevant_practitioner:train:0:B,transformer,sequence,relevant_practitioner,train,0,B,-1.8068302869796753,-0.1818302422761917,1.6250000447034836
transformer:relevant_practitioner:train:1:A,transformer,sequence,relevant_practitioner,train,1,A,-0.07987062633037567,-2.5798707008361816,2.500000074505806
transformer:relevant_practitioner:train:1:B,transformer,sequence,relevant_practitioner,train,1,B,-2.352292776107788,-0.10229267179965973,2.2500001043081284
transformer:relevant_practitioner:train:2:A,transformer,sequence,relevant_practitioner,train,2,A,-0.06388568878173828,-2.8138856887817383,2.75
transformer:relevant_practitioner:train:2:B,transformer,sequence,relevant_practitioner,train,2,B,-1.8073805570602417,-0.18238060176372528,1.6249999552965164
transformer:relevant_practitioner:train:3:A,transformer,sequence,relevant_practitioner,train,3,A,-0.3150237202644348,-1.31502366065979,0.9999999403953552
transformer:relevant_practitioner:train:3:B,transformer,sequence,relevant_practitioner,train,3,B,-1.0554765462875366,-0.43047651648521423,0.6250000298023224
transformer:relevant_practitioner:validation:4:A,transformer,sequence,relevant_practitioner,validation,4,A,-0.14374077320098877,-2.018740653991699,1.8749998807907104
transformer:relevant_practitioner:validation:4:B,transformer,sequence,relevant_practitioner,validation,4,B,-2.019940137863159,-0.1449401080608368,1.8750000298023224
transformer:relevant_practitioner:validation:5:A,transformer,sequence,relevant_practitioner,validation,5,A,-0.07979490607976913,-2.5797948837280273,2.499999977648258
transformer:relevant_practitioner:validation:5:B,transformer,sequence,relevant_practitioner,validation,5,B,-2.0197901725769043,-0.1447901576757431,1.8750000149011612
transformer:relevant_practitioner:test:6:A,transformer,sequence,relevant_practitioner,test,6,A,-0.12794528901576996,-2.1279451847076416,1.9999998956918716
transformer:relevant_practitioner:test:6:B,transformer,sequence,relevant_practitioner,test,6,B,-2.019543409347534,-0.14454330503940582,1.8750001043081284
transformer:relevant_practitioner:test:7:A,transformer,sequence,relevant_practitioner,test,7,A,-0.03899839520454407,-3.2889983654022217,3.2499999701976776
transformer:relevant_practitioner:test:7:B,transformer,sequence,relevant_practitioner,test,7,B,-1.806767463684082,-0.18176741898059845,1.6250000447034836
transformer:relevant_practitioner:test:8:A,transformer,sequence,relevant_practitioner,test,8,A,-0.18086041510105133,-1.8058604001998901,1.6249999850988388
transformer:relevant_practitioner:test:8:B,transformer,sequence,relevant_practitioner,test,8,B,-1.80643630027771,-0.18143627047538757,1.6250000298023224
transformer:irrelevant_practitioner:train:0:A,transformer,sequence,irrelevant_practitioner,train,0,A,-0.14385154843330383,-2.0188515186309814,1.8749999701976776
transformer:irrelevant_practitioner:train:0:B,transformer,sequence,irrelevant_practitioner,train,0,B,-1.8067775964736938,-0.18177755177021027,1.6250000447034836
transformer:irrelevant_practitioner:train:1:A,transformer,sequence,irrelevant_practitioner,train,1,A,-0.08986149728298187,-2.4648613929748535,2.3749998956918716
transformer:irrelevant_practitioner:train:1:B,transformer,sequence,irrelevant_practitioner,train,1,B,-2.3521571159362793,-0.10215706378221512,2.250000052154064
transformer:irrelevant_practitioner:train:2:A,transformer,sequence,irrelevant_practitioner,train,2,A,-0.14412137866020203,-2.0191214084625244,1.8750000298023224
transformer:irrelevant_practitioner:train:2:B,transformer,sequence,irrelevant_practitioner,train,2,B,-1.5041884183883667,-0.2541884481906891,1.2499999701976776
transformer:irrelevant_practitioner:train:3:A,transformer,sequence,irrelevant_practitioner,train,3,A,-0.5775707364082336,-0.8275707364082336,0.25
transformer:irrelevant_practitioner:train:3:B,transformer,sequence,irrelevant_practitioner,train,3,B,-0.8998788595199585,-0.5248788595199585,0.375
transformer:irrelevant_practitioner:validation:4:A,transformer,sequence,irrelevant_practitioner,validation,4,A,-0.8279238939285278,-0.5779238939285278,-0.25
transformer:irrelevant_practitioner:validation:4:B,transformer,sequence,irrelevant_practitioner,validation,4,B,-0.6345850825309753,-0.7595850825309753,-0.125
transformer:irrelevant_practitioner:validation:5:A,transformer,sequence,irrelevant_practitioner,validation,5,A,-0.31500911712646484,-1.3150091171264648,1.0
transformer:irrelevant_practitioner:validation:5:B,transformer,sequence,irrelevant_practitioner,validation,5,B,-1.2251205444335938,-0.3501206040382385,0.8749999403953552
transformer:irrelevant_practitioner:test:6:A,transformer,sequence,irrelevant_practitioner,test,6,A,-1.0559203624725342,-0.43092039227485657,-0.6249999701976776
transformer:irrelevant_practitioner:test:6:B,transformer,sequence,irrelevant_practitioner,test,6,B,-0.35074615478515625,-1.2257461547851562,-0.875
transformer:irrelevant_practitioner:test:7:A,transformer,sequence,irrelevant_practitioner,test,7,A,-0.7594926953315735,-0.6344926953315735,-0.125
transformer:irrelevant_practitioner:test:7:B,transformer,sequence,irrelevant_practitioner,test,7,B,-0.38819125294685364,-1.1381912231445312,-0.7499999701976776
transformer:irrelevant_practitioner:test:8:A,transformer,sequence,irrelevant_practitioner,test,8,A,-0.5781059265136719,-0.8281059265136719,0.25
transformer:irrelevant_practitioner:test:8:B,transformer,sequence,irrelevant_practitioner,test,8,B,-0.9765495657920837,-0.47654956579208374,0.5
unet:relevant_researcher:train:0:A,unet,biomedical_cv,relevant_researcher,train,0,A,-0.02181953378021717,-3.896819591522217,3.8750000577419996
unet:relevant_researcher:train:0:B,unet,biomedical_cv,relevant_researcher,train,0,B,-1.506852388381958,-0.2568524181842804,1.2499999701976776
unet:relevant_researcher:train:1:A,unet,biomedical_cv,relevant_researcher,train,1,A,-0.009182602167129517,-4.759182453155518,4.749999850988388
unet:relevant_researcher:train:1:B,unet,biomedical_cv,relevant_researcher,train,1,B,-2.814493417739868,-0.06449331343173981,2.7500001043081284
unet:relevant_researcher:train:2:A,unet,biomedical_cv,relevant_researcher,train,2,A,-0.011275616474449635,-4.636275768280029,4.62500015180558
unet:relevant_researcher:train:2:B,unet,biomedical_cv,relevant_researcher,train,2,B,-1.7073395252227783,-0.2073395848274231,1.4999999403953552
unet:relevant_researcher:train:3:A,unet,biomedical_cv,relevant_researcher,train,3,A,-0.013335440307855606,-4.388335227966309,4.374999787658453
unet:relevant_researcher:train:3:B,unet,biomedical_cv,relevant_researcher,train,3,B,-1.807585597038269,-0.18258561193943024,1.6249999850988388
unet:relevant_researcher:validation:4:A,unet,biomedical_cv,relevant_researcher,validation,4,A,-0.03130984678864479,-3.5313098430633545,3.4999999962747097
unet:relevant_researcher:validation:4:B,unet,biomedical_cv,relevant_researcher,validation,4,B,-1.9142887592315674,-0.16428881883621216,1.7499999403953552
unet:relevant_researcher:validation:5:A,unet,biomedical_cv,relevant_researcher,validation,5,A,-0.013471881859004498,-4.388472080230713,4.375000198371708
unet:relevant_researcher:validation:5:B,unet,biomedical_cv,relevant_researcher,validation,5,B,-2.1318159103393555,-0.13181596994400024,1.9999999403953552
unet:relevant_researcher:test:6:A,unet,biomedical_cv,relevant_researcher,test,6,A,-0.04965270683169365,-3.0496528148651123,3.0000001080334187
unet:relevant_researcher:test:6:B,unet,biomedical_cv,relevant_researcher,test,6,B,-1.9129037857055664,-0.16290384531021118,1.7499999403953552
unet:relevant_researcher:test:7:A,unet,biomedical_cv,relevant_researcher,test,7,A,-0.013466942124068737,-4.388466835021973,4.374999892897904
unet:relevant_researcher:test:7:B,unet,biomedical_cv,relevant_researcher,test,7,B,-1.2267680168151855,-0.35176798701286316,0.8750000298023224
unet:relevant_researcher:test:8:A,unet,biomedical_cv,relevant_researcher,test,8,A,-0.01875348389148712,-4.018753528594971,4.000000044703484
unet:relevant_researcher:test:8:B,unet,biomedical_cv,relevant_researcher,test,8,B,-1.7036231756210327,-0.2036231905221939,1.4999999850988388
unet:irrelevant_researcher:train:0:A,unet,biomedical_cv,irrelevant_researcher,train,0,A,-0.027956267818808556,-3.652956247329712,3.6249999795109034
unet:irrelevant_researcher:train:0:B,unet,biomedical_cv,irrelevant_researcher,train,0,B,-1.7070516347885132,-0.2070515900850296,1.5000000447034836
unet:irrelevant_researcher:train:1:A,unet,biomedical_cv,irrelevant_researcher,train,1,A,-0.009125076234340668,-4.759125232696533,4.7500001564621925
unet:irrelevant_researcher:train:1:B,unet,biomedical_cv,irrelevant_researcher,train,1,B,-2.698051691055298,-0.07305177301168442,2.6249999180436134
unet:irrelevant_researcher:train:2:A,unet,biomedical_cv,irrelevant_researcher,train,2,A,-0.012438932433724403,-4.512438774108887,4.499999841675162
unet:irrelevant_researcher:train:2:B,unet,biomedical_cv,irrelevant_researcher,train,2,B,-1.5083117485046387,-0.25831180810928345,1.2499999403953552
unet:irrelevant_researcher:train:3:A,unet,biomedical_cv,irrelevant_researcher,train,3,A,-0.08101259917020798,-2.581012487411499,2.499999888241291
unet:irrelevant_researcher:train:3:B,unet,biomedical_cv,irrelevant_researcher,train,3,B,-1.3165806531906128,-0.3165806829929352,0.9999999701976776
unet:irrelevant_researcher:validation:4:A,unet,biomedical_cv,irrelevant_researcher,validation,4,A,-0.18328572809696198,-1.8082857131958008,1.6249999850988388
unet:irrelevant_researcher:validation:4:B,unet,biomedical_cv,irrelevant_researcher,validation,4,B,-0.6354259252548218,-0.7604259252548218,-0.125
unet:irrelevant_researcher:validation:5:A,unet,biomedical_cv,irrelevant_researcher,validation,5,A,-0.10227351635694504,-2.352273464202881,2.249999947845936
unet:irrelevant_researcher:validation:5:B,unet,biomedical_cv,irrelevant_researcher,validation,5,B,-1.6035354137420654,-0.228535458445549,1.3749999552965164
unet:irrelevant_researcher:test:6:A,unet,biomedical_cv,irrelevant_researcher,test,6,A,-0.13021782040596008,-2.1302177906036377,1.9999999701976776
unet:irrelevant_researcher:test:6:B,unet,biomedical_cv,irrelevant_researcher,test,6,B,-0.8297747373580933,-0.5797747373580933,0.25
unet:irrelevant_researcher:test:7:A,unet,biomedical_cv,irrelevant_researcher,test,7,A,-0.22711732983589172,-1.6021173000335693,1.3749999701976776
unet:irrelevant_researcher:test:7:B,unet,biomedical_cv,irrelevant_researcher,test,7,B,-0.5781812071800232,-0.8281812071800232,-0.25
unet:irrelevant_researcher:test:8:A,unet,biomedical_cv,irrelevant_researcher,test,8,A,-0.09110542386770248,-2.4661054611206055,2.375000037252903
unet:irrelevant_researcher:test:8:B,unet,biomedical_cv,irrelevant_researcher,test,8,B,-1.3166615962982178,-0.31666165590286255,0.9999999403953552
unet:relevant_practitioner:train:0:A,unet,biomedical_cv,relevant_practitioner,train,0,A,-0.03127460926771164,-3.5312745571136475,3.499999947845936
unet:relevant_practitioner:train:0:B,unet,biomedical_cv,relevant_practitioner,train,0,B,-1.3175073862075806,-0.31750741600990295,0.9999999701976776
unet:relevant_practitioner:train:1:A,unet,biomedical_cv,relevant_practitioner,train,1,A,-0.016990577802062035,-4.141990661621094,4.125000083819032
unet:relevant_practitioner:train:1:B,unet,biomedical_cv,relevant_practitioner,train,1,B,-2.4675137996673584,-0.09251387417316437,2.374999925494194
unet:relevant_practitioner:train:2:A,unet,biomedical_cv,relevant_practitioner,train,2,A,-0.013093446381390095,-4.5130934715271,4.5000000251457095
unet:relevant_practitioner:train:2:B,unet,biomedical_cv,relevant_practitioner,train,2,B,-1.6066702604293823,-0.23167023062705994,1.3750000298023224
unet:relevant_practitioner:train:3:A,unet,biomedical_cv,relevant_practitioner,train,3,A,-0.07222278416156769,-2.6972227096557617,2.624999925494194
unet:relevant_practitioner:train:3:B,unet,biomedical_cv,relevant_practitioner,train,3,B,-1.1397408246994019,-0.38974082469940186,0.75
unet:relevant_practitioner:validation:4:A,unet,biomedical_cv,relevant_practitioner,validation,4,A,-0.03492278605699539,-3.4099228382110596,3.375000052154064
unet:relevant_practitioner:validation:4:B,unet,biomedical_cv,relevant_practitioner,validation,4,B,-1.6040148735046387,-0.22901493310928345,1.3749999403953552
unet:relevant_practitioner:validation:5:A,unet,biomedical_cv,relevant_practitioner,validation,5,A,-0.01515927817672491,-4.2651591300964355,4.249999851919711
unet:relevant_practitioner:validation:5:B,unet,biomedical_cv,relevant_practitioner,validation,5,B,-2.1312458515167236,-0.13124583661556244,2.000000014901161
unet:relevant_practitioner:test:6:A,unet,biomedical_cv,relevant_practitioner,test,6,A,-0.050309281796216965,-3.050309181213379,2.999999899417162
unet:relevant_practitioner:test:6:B,unet,biomedical_cv,relevant_practitioner,test,6,B,-1.603808045387268,-0.22880804538726807,1.375
unet:relevant_practitioner:test:7:A,unet,biomedical_cv,relevant_practitioner,test,7,A,-0.013457415625452995,-4.388457298278809,4.374999882653356
unet:relevant_practitioner:test:7:B,unet,biomedical_cv,relevant_practitioner,test,7,B,-0.7602246403694153,-0.6352246403694153,0.125
