kind,seed,example_id,source_id,condition,technical_label,technical_margin
random,8,resnet:expert:test:6:A,resnet,expert,A,3.749999947845936
random,8,resnet:expert:test:6:B,resnet,expert,B,2.250000014901161
random,8,resnet:expert:test:7:A,resnet,expert,A,1.3749999552965164
random,8,resnet:expert:test:7:B,resnet,expert,B,-0.125
random,8,resnet:novice:test:6:A,resnet,novice,A,-1.1250000596046448
random,8,resnet:novice:test:6:B,resnet,novice,B,-3.375000037252903
random,8,resnet:novice:test:7:A,resnet,novice,A,-0.6249999403953552
random,8,resnet:novice:test:7:B,resnet,novice,B,-0.7499999701976776
random,8,transformer:expert:test:6:A,transformer,expert,A,3.125000014901161
random,8,transformer:expert:test:6:B,transformer,expert,B,1.4999999701976776
random,8,transformer:expert:test:7:A,transformer,expert,A,2.8749998956918716
random,8,transformer:expert:test:7:B,transformer,expert,B,0.625
random,8,transformer:novice:test:6:A,transformer,novice,A,-1.375
random,8,transformer:novice:test:6:B,transformer,novice,B,-3.1249999217689037
random,8,transformer:novice:test:7:A,transformer,novice,A,0.5
random,8,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,9,resnet:expert:test:6:A,resnet,expert,A,3.7499998845160007
random,9,resnet:expert:test:6:B,resnet,expert,B,2.250000052154064
random,9,resnet:expert:test:7:A,resnet,expert,A,1.3750000447034836
random,9,resnet:expert:test:7:B,resnet,expert,B,0.0
random,9,resnet:novice:test:6:A,resnet,novice,A,-1.2499999701976776
random,9,resnet:novice:test:6:B,resnet,novice,B,-3.375000063329935
random,9,resnet:novice:test:7:A,resnet,novice,A,-0.6250000596046448
random,9,resnet:novice:test:7:B,resnet,novice,B,-0.75
random,9,transformer:expert:test:6:A,transformer,expert,A,3.1250001080334187
random,9,transformer:expert:test:6:B,transformer,expert,B,1.5
random,9,transformer:expert:test:7:A,transformer,expert,A,2.874999888241291
random,9,transformer:expert:test:7:B,transformer,expert,B,0.5
random,9,transformer:novice:test:6:A,transformer,novice,A,-1.3749999552965164
random,9,transformer:novice:test:6:B,transformer,novice,B,-3.124999962747097
random,9,transformer:novice:test:7:A,transformer,novice,A,0.5000000298023224
random,9,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,10,resnet:expert:test:6:A,resnet,expert,A,3.7500001173466444
random,10,resnet:expert:test:6:B,resnet,expert,B,2.249999888241291
random,10,resnet:expert:test:7:A,resnet,expert,A,1.375
random,10,resnet:expert:test:7:B,resnet,expert,B,0.0
random,10,resnet:novice:test:6:A,resnet,novice,A,-1.125
random,10,resnet:novice:test:6:B,resnet,novice,B,-3.3749999552965164
random,10,resnet:novice:test:7:A,resnet,novice,A,-0.6249999403953552
random,10,resnet:novice:test:7:B,resnet,novice,B,-0.7500000298023224
random,10,transformer:expert:test:6:A,transformer,expert,A,3.1250000968575478
random,10,transformer:expert:test:6:B,transformer,expert,B,1.4999999850988388
random,10,transformer:expert:test:7:A,transformer,expert,A,2.8749999441206455
random,10,transformer:expert:test:7:B,transformer,expert,B,0.6249999701976776
random,10,transformer:novice:test:6:A,transformer,novice,A,-1.3750000447034836
random,10,transformer:novice:test:6:B,transformer,novice,B,-3.1250000335276127
random,10,transformer:novice:test:7:A,transformer,novice,A,0.375
random,10,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,11,resnet:expert:test:6:A,resnet,expert,A,3.7500000819563866
random,11,resnet:expert:test:6:B,resnet,expert,B,2.2499999925494194
random,11,resnet:expert:test:7:A,resnet,expert,A,1.3750000149011612
random,11,resnet:expert:test:7:B,resnet,expert,B,0.0
random,11,resnet:novice:test:6:A,resnet,novice,A,-1.1249999701976776
random,11,resnet:novice:test:6:B,resnet,novice,B,-3.374999936670065
random,11,resnet:novice:test:7:A,resnet,novice,A,-0.6249999403953552
random,11,resnet:novice:test:7:B,resnet,novice,B,-0.7500000596046448
random,11,transformer:expert:test:6:A,transformer,expert,A,2.999999985098839
random,11,transformer:expert:test:6:B,transformer,expert,B,1.4999999701976776
random,11,transformer:expert:test:7:A,transformer,expert,A,2.8750000037252903
random,11,transformer:expert:test:7:B,transformer,expert,B,0.6250000596046448
random,11,transformer:novice:test:6:A,transformer,novice,A,-1.2500000298023224
random,11,transformer:novice:test:6:B,transformer,novice,B,-3.0000000335276127
random,11,transformer:novice:test:7:A,transformer,novice,A,0.375
random,11,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,12,resnet:expert:test:6:A,resnet,expert,A,3.7499998845160007
random,12,resnet:expert:test:6:B,resnet,expert,B,2.1250000298023224
random,12,resnet:expert:test:7:A,resnet,expert,A,1.3750000298023224
random,12,resnet:expert:test:7:B,resnet,expert,B,-0.125
random,12,resnet:novice:test:6:A,resnet,novice,A,-1.1249999701976776
random,12,resnet:novice:test:6:B,resnet,novice,B,-3.3750000707805157
random,12,resnet:novice:test:7:A,resnet,novice,A,-0.6249999701976776
random,12,resnet:novice:test:7:B,resnet,novice,B,-0.7499999701976776
random,12,transformer:expert:test:6:A,transformer,expert,A,3.124999899417162
random,12,transformer:expert:test:6:B,transformer,expert,B,1.4999999552965164
random,12,transformer:expert:test:7:A,transformer,expert,A,2.874999977648258
random,12,transformer:expert:test:7:B,transformer,expert,B,0.625
random,12,transformer:novice:test:6:A,transformer,novice,A,-1.3750000298023224
random,12,transformer:novice:test:6:B,transformer,novice,B,-3.1249999813735485
random,12,transformer:novice:test:7:A,transformer,novice,A,0.4999999701976776
random,12,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,13,resnet:expert:test:6:A,resnet,expert,A,3.749999949708581
random,13,resnet:expert:test:6:B,resnet,expert,B,2.2499999329447746
random,13,resnet:expert:test:7:A,resnet,expert,A,1.2499999701976776
random,13,resnet:expert:test:7:B,resnet,expert,B,0.0
random,13,resnet:novice:test:6:A,resnet,novice,A,-1.125
random,13,resnet:novice:test:6:B,resnet,novice,B,-3.375000037252903
random,13,resnet:novice:test:7:A,resnet,novice,A,-0.6249999701976776
random,13,resnet:novice:test:7:B,resnet,novice,B,-0.75
random,13,transformer:expert:test:6:A,transformer,expert,A,3.0000000782310963
random,13,transformer:expert:test:6:B,transformer,expert,B,1.5000000149011612
random,13,transformer:expert:test:7:A,transformer,expert,A,2.875000026077032
random,13,transformer:expert:test:7:B,transformer,expert,B,0.625
random,13,transformer:novice:test:6:A,transformer,novice,A,-1.3749999701976776
random,13,transformer:novice:test:6:B,transformer,novice,B,-3.0000001192092896
random,13,transformer:novice:test:7:A,transformer,novice,A,0.375
random,13,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,14,resnet:expert:test:6:A,resnet,expert,A,3.750000100582838
random,14,resnet:expert:test:6:B,resnet,expert,B,2.2500000670552254
random,14,resnet:expert:test:7:A,resnet,expert,A,1.3749999850988388
random,14,resnet:expert:test:7:B,resnet,expert,B,0.0
random,14,resnet:novice:test:6:A,resnet,novice,A,-1.125
random,14,resnet:novice:test:6:B,resnet,novice,B,-3.374999951571226
random,14,resnet:novice:test:7:A,resnet,novice,A,-0.625
random,14,resnet:novice:test:7:B,resnet,novice,B,-0.75
random,14,transformer:expert:test:6:A,transformer,expert,A,3.000000048428774
random,14,transformer:expert:test:6:B,transformer,expert,B,1.3749999552965164
random,14,transformer:expert:test:7:A,transformer,expert,A,2.8750001043081284
random,14,transformer:expert:test:7:B,transformer,expert,B,0.6250000298023224
random,14,transformer:novice:test:6:A,transformer,novice,A,-1.3749999552965164
random,14,transformer:novice:test:6:B,transformer,novice,B,-3.000000063329935
random,14,transformer:novice:test:7:A,transformer,novice,A,0.5
random,14,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,15,resnet:expert:test:6:A,resnet,expert,A,3.750000011175871
random,15,resnet:expert:test:6:B,resnet,expert,B,2.25
random,15,resnet:expert:test:7:A,resnet,expert,A,1.375
random,15,resnet:expert:test:7:B,resnet,expert,B,0.0
random,15,resnet:novice:test:6:A,resnet,novice,A,-1.1250000298023224
random,15,resnet:novice:test:6:B,resnet,novice,B,-3.3749999552965164
random,15,resnet:novice:test:7:A,resnet,novice,A,-0.6250000298023224
random,15,resnet:novice:test:7:B,resnet,novice,B,-0.7499999701976776
random,15,transformer:expert:test:6:A,transformer,expert,A,2.999999951571226
random,15,transformer:expert:test:6:B,transformer,expert,B,1.5000000447034836
random,15,transformer:expert:test:7:A,transformer,expert,A,2.874999988824129
random,15,transformer:expert:test:7:B,transformer,expert,B,0.6249999701976776
random,15,transformer:novice:test:6:A,transformer,novice,A,-1.25
random,15,transformer:novice:test:6:B,transformer,novice,B,-3.124999962747097
random,15,transformer:novice:test:7:A,transformer,novice,A,0.5
random,15,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,16,resnet:expert:test:6:A,resnet,expert,A,3.8750000707805157
random,16,resnet:expert:test:6:B,resnet,expert,B,2.2499999329447746
random,16,resnet:expert:test:7:A,resnet,expert,A,1.3749999552965164
random,16,resnet:expert:test:7:B,resnet,expert,B,0.0
random,16,resnet:novice:test:6:A,resnet,novice,A,-1.1250000596046448
random,16,resnet:novice:test:6:B,resnet,novice,B,-3.3749999441206455
random,16,resnet:novice:test:7:A,resnet,novice,A,-0.6250000298023224
random,16,resnet:novice:test:7:B,resnet,novice,B,-0.7500000298023224
random,16,transformer:expert:test:6:A,transformer,expert,A,3.0000000186264515
random,16,transformer:expert:test:6:B,transformer,expert,B,1.4999999701976776
random,16,transformer:expert:test:7:A,transformer,expert,A,2.8750000409781933
random,16,transformer:expert:test:7:B,transformer,expert,B,0.625
random,16,transformer:novice:test:6:A,transformer,novice,A,-1.3750000298023224
random,16,transformer:novice:test:6:B,transformer,novice,B,-3.0
random,16,transformer:novice:test:7:A,transformer,novice,A,0.5
random,16,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,17,resnet:expert:test:6:A,resnet,expert,A,3.7499998845160007
random,17,resnet:expert:test:6:B,resnet,expert,B,2.250000111758709
random,17,resnet:expert:test:7:A,resnet,expert,A,1.3750000298023224
random,17,resnet:expert:test:7:B,resnet,expert,B,0.0
random,17,resnet:novice:test:6:A,resnet,novice,A,-1.1249999701976776
random,17,resnet:novice:test:6:B,resnet,novice,B,-3.374999951571226
random,17,resnet:novice:test:7:A,resnet,novice,A,-0.6250000298023224
random,17,resnet:novice:test:7:B,resnet,novice,B,-0.7500000596046448
random,17,transformer:expert:test:6:A,transformer,expert,A,3.124999988824129
random,17,transformer:expert:test:6:B,transformer,expert,B,1.5000000596046448
random,17,transformer:expert:test:7:A,transformer,expert,A,2.874999977648258
random,17,transformer:expert:test:7:B,transformer,expert,B,0.6249999403953552
random,17,transformer:novice:test:6:A,transformer,novice,A,-1.3749999403953552
random,17,transformer:novice:test:6:B,transformer,novice,B,-3.0000000074505806
random,17,transformer:novice:test:7:A,transformer,novice,A,0.5
random,17,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,18,resnet:expert:test:6:A,resnet,expert,A,3.8749999031424522
random,18,resnet:expert:test:6:B,resnet,expert,B,2.250000022351742
random,18,resnet:expert:test:7:A,resnet,expert,A,1.4999999850988388
random,18,resnet:expert:test:7:B,resnet,expert,B,0.0
random,18,resnet:novice:test:6:A,resnet,novice,A,-1.1249999403953552
random,18,resnet:novice:test:6:B,resnet,novice,B,-3.3750000447034836
random,18,resnet:novice:test:7:A,resnet,novice,A,-0.625
random,18,resnet:novice:test:7:B,resnet,novice,B,-0.8750000298023224
random,18,transformer:expert:test:6:A,transformer,expert,A,2.999999951571226
random,18,transformer:expert:test:6:B,transformer,expert,B,1.3749999850988388
random,18,transformer:expert:test:7:A,transformer,expert,A,2.7500000819563866
random,18,transformer:expert:test:7:B,transformer,expert,B,0.625
random,18,transformer:novice:test:6:A,transformer,novice,A,-1.2499999701976776
random,18,transformer:novice:test:6:B,transformer,novice,B,-3.125000014901161
random,18,transformer:novice:test:7:A,transformer,novice,A,0.375
random,18,transformer:novice:test:7:B,transformer,novice,B,-0.375
random,19,resnet:expert:test:6:A,resnet,expert,A,3.8749999031424522
random,19,resnet:expert:test:6:B,resnet,expert,B,2.2499999925494194
random,19,resnet:expert:test:7:A,resnet,expert,A,1.5
random,19,resnet:expert:test:7:B,resnet,expert,B,0.0
random,19,resnet:novice:test:6:A,resnet,novice,A,-1.2499999701976776
random,19,resnet:novice:test:6:B,resnet,novice,B,-3.375000063329935
random,19,resnet:novice:test:7:A,resnet,novice,A,-0.6250000298023224
random,19,resnet:novice:test:7:B,resnet,novice,B,-0.75
random,19,transformer:expert:test:6:A,transformer,expert,A,3.124999888241291
random,19,transformer:expert:test:6:B,transformer,expert,B,1.3750000596046448
random,19,transformer:expert:test:7:A,transformer,expert,A,2.8749999403953552
random,19,transformer:expert:test:7:B,transformer,expert,B,0.6249999701976776
random,19,transformer:novice:test:6:A,transformer,novice,A,-1.3750000447034836
random,19,transformer:novice:test:6:B,transformer,novice,B,-2.9999999031424522
random,19,transformer:novice:test:7:A,transformer,novice,A,0.375
random,19,transformer:novice:test:7:B,transformer,novice,B,-0.375
