example_id,source_id,source_role,condition,split,profile_index,technical_label,logp_A,logp_B,technical_margin
resnet:academic_nonml:test:6:B,resnet,discovery,academic_nonml,test,6,B,-0.01416344940662384,-4.264163494110107,-4.250000044703484
resnet:academic_nonml:test:7:A,resnet,discovery,academic_nonml,test,7,A,-0.0019286142196506262,-6.251928806304932,6.250000192085281
resnet:academic_nonml:test:7:B,resnet,discovery,academic_nonml,test,7,B,-0.008614521473646164,-4.758614540100098,-4.7500000186264515
resnet:neutral:train:0:A,resnet,discovery,neutral,train,0,A,-0.004078404977917671,-5.504078388214111,5.499999983236194
resnet:neutral:train:0:B,resnet,discovery,neutral,train,0,B,-0.0009114163694903255,-7.000911235809326,-6.999999819439836
resnet:neutral:train:1:A,resnet,discovery,neutral,train,1,A,-0.6931471824645996,-0.6931471824645996,0.0
resnet:neutral:train:1:B,resnet,discovery,neutral,train,1,B,-0.0009114163694903255,-7.000911235809326,-6.999999819439836
resnet:neutral:train:2:A,resnet,discovery,neutral,train,2,A,-0.6931471824645996,-0.6931471824645996,0.0
resnet:neutral:train:2:B,resnet,discovery,neutral,train,2,B,-0.029750416055321693,-3.529750347137451,-3.4999999310821295
resnet:neutral:train:3:A,resnet,discovery,neutral,train,3,A,-0.38687101006507874,-1.1368709802627563,0.7499999701976776
resnet:neutral:train:3:B,resnet,discovery,neutral,train,3,B,-0.029750416055321693,-3.529750347137451,-3.4999999310821295
resnet:neutral:validation:4:A,resnet,discovery,neutral,validation,4,A,-0.2014133334159851,-1.7014133930206299,1.5000000596046448
resnet:neutral:validation:4:B,resnet,discovery,neutral,validation,4,B,-0.011047743260860443,-4.511047840118408,-4.500000096857548
resnet:neutral:validation:5:A,resnet,discovery,neutral,validation,5,A,-1.7014133930206299,-0.2014133334159851,-1.5000000596046448
resnet:neutral:validation:5:B,resnet,discovery,neutral,validation,5,B,-0.03804141283035278,-3.288041353225708,-3.2499999403953552
resnet:neutral:test:6:A,resnet,discovery,neutral,test,6,A,-0.023245446383953094,-3.773245334625244,3.749999888241291
resnet:neutral:test:6:B,resnet,discovery,neutral,test,6,B,-0.0024756519123911858,-6.002475738525391,-6.000000086612999
resnet:neutral:test:7:A,resnet,discovery,neutral,test,7,A,-0.3132617473602295,-1.3132617473602295,1.0
resnet:neutral:test:7:B,resnet,discovery,neutral,test,7,B,-0.011047743260860443,-4.511047840118408,-4.500000096857548
transformer:expert:train:0:A,transformer,transfer,expert,train,0,A,-0.00015841660206206143,-8.750158309936523,8.749999893334461
transformer:expert:train:0:B,transformer,transfer,expert,train,0,B,-14.75,-3.576278118089249e-07,14.749999642372188
transformer:expert:train:1:A,transformer,transfer,expert,train,1,A,-7.486063259420916e-05,-9.50007438659668,9.499999525964085
transformer:expert:train:1:B,transformer,transfer,expert,train,1,B,-11.50001049041748,-1.0132738680113107e-05,11.5000003576788
transformer:expert:train:2:A,transformer,transfer,expert,train,2,A,-9.60780744208023e-05,-9.250096321105957,9.250000243031536
transformer:expert:train:2:B,transformer,transfer,expert,train,2,B,-11.50001049041748,-1.0132738680113107e-05,11.5000003576788
transformer:expert:train:3:A,transformer,transfer,expert,train,3,A,-9.60780744208023e-05,-9.250096321105957,9.250000243031536
transformer:expert:train:3:B,transformer,transfer,expert,train,3,B,-14.5,-4.768370445162873e-07,14.499999523162955
transformer:expert:validation:4:A,transformer,transfer,expert,validation,4,A,-5.829164365422912e-05,-9.7500581741333,9.749999882489647
transformer:expert:validation:4:B,transformer,transfer,expert,validation,4,B,-12.75000286102295,-2.861018856492592e-06,12.750000000004093
transformer:expert:validation:5:A,transformer,transfer,expert,validation,5,A,-0.0031777145341038704,-5.753177642822266,5.749999928288162
transformer:expert:validation:5:B,transformer,transfer,expert,validation,5,B,-11.25001335144043,-1.2993727978027891e-05,11.250000357712452
transformer:expert:test:6:A,transformer,transfer,expert,test,6,A,-5.829164365422912e-05,-9.7500581741333,9.749999882489647
transformer:expert:test:6:B,transformer,transfer,expert,test,6,B,-14.5,-4.768370445162873e-07,14.499999523162955
transformer:expert:test:7:A,transformer,transfer,expert,test,7,A,-0.06196761503815651,-2.811967611312866,2.7499999962747097
transformer:expert:test:7:B,transformer,transfer,expert,test,7,B,-7.486063259420916e-05,-9.50007438659668,-9.499999525964085
transformer:novice:train:0:A,transformer,transfer,novice,train,0,A,-0.029750416055321693,-3.529750347137451,3.4999999310821295
transformer:novice:train:0:B,transformer,transfer,novice,train,0,B,-1.5019290447235107,-0.25192904472351074,1.25
transformer:novice:train:1:A,transformer,transfer,novice,train,1,A,-4.758614540100098,-0.008614521473646164,-4.7500000186264515
transformer:novice:train:1:B,transformer,transfer,novice,train,1,B,-0.006715348921716213,-5.006715297698975,-4.999999948777258
transformer:novice:train:2:A,transformer,transfer,novice,train,2,A,-0.575939416885376,-0.825939416885376,0.25
transformer:novice:train:2:B,transformer,transfer,novice,train,2,B,-2.578889846801758,-0.07888974994421005,2.5000000968575478
transformer:novice:train:3:A,transformer,transfer,novice,train,3,A,-5.2552337646484375,-0.005233753472566605,-5.250000011175871
transformer:novice:train:3:B,transformer,transfer,novice,train,3,B,-0.0015023384476080537,-6.501502513885498,-6.50000017543789
transformer:novice:validation:4:A,transformer,transfer,novice,validation,4,A,-0.04858732968568802,-3.0485873222351074,2.9999999925494194
transformer:novice:validation:4:B,transformer,transfer,novice,validation,4,B,-4.511047840118408,-0.011047743260860443,4.500000096857548
transformer:novice:validation:5:A,transformer,transfer,novice,validation,5,A,-0.04858732968568802,-3.0485873222351074,2.9999999925494194
transformer:novice:validation:5:B,transformer,transfer,novice,validation,5,B,-5.504078388214111,-0.004078404977917671,5.499999983236194
transformer:novice:test:6:A,transformer,transfer,novice,test,6,A,-4.511047840118408,-0.011047743260860443,-4.500000096857548
transformer:novice:test:6:B,transformer,transfer,novice,test,6,B,-0.00026127262390218675,-8.250261306762695,-8.250000034138793
transformer:novice:test:7:A,transformer,transfer,novice,test,7,A,-0.07888974994421005,-2.578889846801758,2.5000000968575478
transformer:novice:test:7:B,transformer,transfer,novice,test,7,B,-0.3132617473602295,-1.3132617473602295,-1.0
transformer:academic_nonml:train:0:A,transformer,transfer,academic_nonml,train,0,A,-0.011047743260860443,-4.511047840118408,4.500000096857548
transformer:academic_nonml:train:0:B,transformer,transfer,academic_nonml,train,0,B,-9.000123023986816,-0.00012337400403339416,8.999999649982783
transformer:academic_nonml:train:1:A,transformer,transfer,academic_nonml,train,1,A,-0.018149960786104202,-4.0181498527526855,3.9999998919665813
transformer:academic_nonml:train:1:B,transformer,transfer,academic_nonml,train,1,B,-7.500553131103516,-0.0005529781919904053,7.500000152911525
transformer:academic_nonml:train:2:A,transformer,transfer,academic_nonml,train,2,A,-0.0015023384476080537,-6.501502513885498,6.50000017543789
transformer:academic_nonml:train:2:B,transformer,transfer,academic_nonml,train,2,B,-10.750020980834961,-2.1457441107486375e-05,10.749999523393853
transformer:academic_nonml:train:3:A,transformer,transfer,academic_nonml,train,3,A,-1.3132617473602295,-0.3132617473602295,-1.0
transformer:academic_nonml:train:3:B,transformer,transfer,academic_nonml,train,3,B,-0.4740769863128662,-0.9740769863128662,-0.5
transformer:academic_nonml:validation:4:A,transformer,transfer,academic_nonml,validation,4,A,-0.0005529781919904053,-7.500553131103516,7.500000152911525
transformer:academic_nonml:validation:4:B,transformer,transfer,academic_nonml,validation,4,B,-13.000001907348633,-2.264974000354414e-06,12.999999642374632
transformer:academic_nonml:validation:5:A,transformer,transfer,academic_nonml,validation,5,A,-0.03804141283035278,-3.288041353225708,3.2499999403953552
transformer:academic_nonml:validation:5:B,transformer,transfer,academic_nonml,validation,5,B,-4.511047840118408,-0.011047743260860443,4.500000096857548
transformer:academic_nonml:test:6:A,transformer,transfer,academic_nonml,test,6,A,-0.008614521473646164,-4.758614540100098,4.7500000186264515
transformer:academic_nonml:test:6:B,transformer,transfer,academic_nonml,test,6,B,-10.750020980834961,-2.1457441107486375e-05,10.749999523393853
transformer:academic_nonml:test:7:A,transformer,transfer,academic_nonml,test,7,A,-0.011047743260860443,-4.511047840118408,4.500000096857548
transformer:academic_nonml:test:7:B,transformer,transfer,academic_nonml,test,7,B,-11.50001049041748,-1.0132738680113107e-05,11.5000003576788
transformer:neutral:train:0:A,transformer,transfer,neutral,train,0,A,-0.4740769863128662,-0.9740769863128662,0.5
transformer:neutral:train:0:B,transformer,transfer,neutral,train,0,B,-3.288041353225708,-0.03804141283035278,3.2499999403953552
transformer:neutral:train:1:A,transformer,transfer,neutral,train,1,A,-3.288041353225708,-0.03804141283035278,-3.2499999403953552
transformer:neutral:train:1:B,transformer,transfer,neutral,train,1,B,-5.753177642822266,-0.0031777145341038704,5.749999928288162
transformer:neutral:train:2:A,transformer,transfer,neutral,train,2,A,-1.5019290447235107,-0.25192904472351074,-1.25
transformer:neutral:train:2:B,transformer,transfer,neutral,train,2,B,-12.000005722045898,-6.198863957251888e-06,11.999999523181941
transformer:neutral:train:3:A,transformer,transfer,neutral,train,3,A,-0.4740769863128662,-0.9740769863128662,0.5
transformer:neutral:train:3:B,transformer,transfer,neutral,train,3,B,-12.75000286102295,-2.861018856492592e-06,12.750000000004093
transformer:neutral:validation:4:A,transformer,transfer,neutral,validation,4,A,-0.12692804634571075,-2.1269280910491943,2.0000000447034836
transformer:neutral:validation:4:B,transformer,transfer,neutral,validation,4,B,-11.50001049041748,-1.0132738680113107e-05,11.5000003576788
transformer:neutral:validation:5:A,transformer,transfer,neutral,validation,5,A,-0.9740769863128662,-0.4740769863128662,-0.5
transformer:neutral:validation:5:B,transformer,transfer,neutral,validation,5,B,-10.000045776367188,-4.541770613286644e-05,10.000000358661055
transformer:neutral:test:6:A,transformer,transfer,neutral,test,6,A,-0.06196761503815651,-2.811967611312866,2.7499999962747097
transformer:neutral:test:6:B,transformer,transfer,neutral,test,6,B,-12.250004768371582,-4.768360213347478e-06,12.250000000011369
transformer:neutral:test:7:A,transformer,transfer,neutral,test,7,A,-3.0485873222351074,-0.04858732968568802,-2.9999999925494194
transformer:neutral:test:7:B,transformer,transfer,neutral,test,7,B,-5.006715297698975,-0.006715348921716213,4.999999948777258
