direction,selected_layer,example_id,source_id,condition,technical_label,alpha,logp_A,logp_B,technical_margin
ml_expert_minus_novice,26,transformer:expert:test:7:B,transformer,expert,B,-2,-0.07888985425233841,-2.578889846801758,-2.4999999925494194
ml_expert_minus_novice,26,transformer:expert:test:7:B,transformer,expert,B,-1,-0.0019286142196506262,-6.251928806304932,-6.250000192085281
ml_expert_minus_novice,26,transformer:expert:test:7:B,transformer,expert,B,0,-7.486063259420916e-05,-9.50007438659668,-9.499999525964085
ml_expert_minus_novice,26,transformer:expert:test:7:B,transformer,expert,B,1,-4.541770613286644e-05,-10.000045776367188,-10.000000358661055
ml_expert_minus_novice,26,transformer:expert:test:7:B,transformer,expert,B,2,-0.00020346954988781363,-8.500203132629395,-8.499999663079507
ml_expert_minus_novice,26,transformer:novice:test:6:A,transformer,novice,A,-2,-11.50001049041748,-1.0132738680113107e-05,-11.5000003576788
ml_expert_minus_novice,26,transformer:novice:test:6:A,transformer,novice,A,-1,-8.750158309936523,-0.00015841660206206143,-8.749999893334461
ml_expert_minus_novice,26,transformer:novice:test:6:A,transformer,novice,A,0,-4.511047840118408,-0.011047743260860443,-4.500000096857548
ml_expert_minus_novice,26,transformer:novice:test:6:A,transformer,novice,A,1,-0.4740769863128662,-0.9740769863128662,0.5
ml_expert_minus_novice,26,transformer:novice:test:6:A,transformer,novice,A,2,-0.008614521473646164,-4.758614540100098,4.7500000186264515
ml_expert_minus_novice,26,transformer:novice:test:6:B,transformer,novice,B,-2,-0.03804141283035278,-3.288041353225708,-3.2499999403953552
ml_expert_minus_novice,26,transformer:novice:test:6:B,transformer,novice,B,-1,-0.0024756519123911858,-6.002475738525391,-6.000000086612999
ml_expert_minus_novice,26,transformer:novice:test:6:B,transformer,novice,B,0,-0.00026127262390218675,-8.250261306762695,-8.250000034138793
ml_expert_minus_novice,26,transformer:novice:test:6:B,transformer,novice,B,1,-0.00012337400403339416,-9.000123023986816,-8.999999649982783
ml_expert_minus_novice,26,transformer:novice:test:6:B,transformer,novice,B,2,-0.00026127262390218675,-8.250261306762695,-8.250000034138793
ml_expert_minus_novice,26,transformer:novice:test:7:A,transformer,novice,A,-2,-8.250261306762695,-0.00026127262390218675,-8.250000034138793
ml_expert_minus_novice,26,transformer:novice:test:7:A,transformer,novice,A,-1,-3.288041353225708,-0.03804141283035278,-3.2499999403953552
ml_expert_minus_novice,26,transformer:novice:test:7:A,transformer,novice,A,0,-0.07888974994421005,-2.578889846801758,2.5000000968575478
ml_expert_minus_novice,26,transformer:novice:test:7:A,transformer,novice,A,1,-0.0015023384476080537,-6.501502513885498,6.50000017543789
ml_expert_minus_novice,26,transformer:novice:test:7:A,transformer,novice,A,2,-0.0004306104383431375,-7.750430583953857,7.749999973515514
ml_expert_minus_novice,26,transformer:novice:test:7:B,transformer,novice,B,-2,-0.825939416885376,-0.575939416885376,0.25
ml_expert_minus_novice,26,transformer:novice:test:7:B,transformer,novice,B,-1,-0.25192904472351074,-1.5019290447235107,-1.25
ml_expert_minus_novice,26,transformer:novice:test:7:B,transformer,novice,B,0,-0.3132617473602295,-1.3132617473602295,-1.0
ml_expert_minus_novice,26,transformer:novice:test:7:B,transformer,novice,B,1,-0.9740769863128662,-0.4740769863128662,0.5
ml_expert_minus_novice,26,transformer:novice:test:7:B,transformer,novice,B,2,-2.1269280910491943,-0.12692804634571075,2.0000000447034836
ml_expert_minus_novice,26,transformer:academic_nonml:test:6:A,transformer,academic_nonml,A,-2,-4.758614540100098,-0.008614521473646164,-4.7500000186264515
ml_expert_minus_novice,26,transformer:academic_nonml:test:6:A,transformer,academic_nonml,A,-1,-0.38687101006507874,-1.1368709802627563,0.7499999701976776
ml_expert_minus_novice,26,transformer:academic_nonml:test:6:A,transformer,academic_nonml,A,0,-0.008614521473646164,-4.758614540100098,4.7500000186264515
ml_expert_minus_novice,26,transformer:academic_nonml:test:6:A,transformer,academic_nonml,A,1,-0.0015023384476080537,-6.501502513885498,6.50000017543789
ml_expert_minus_novice,26,transformer:academic_nonml:test:6:A,transformer,academic_nonml,A,2,-0.0007098776986822486,-7.2507100105285645,7.250000132829882
ml_expert_minus_novice,26,transformer:academic_nonml:test:6:B,transformer,academic_nonml,B,-2,-8.250261306762695,-0.00026127262390218675,8.250000034138793
ml_expert_minus_novice,26,transformer:academic_nonml:test:6:B,transformer,academic_nonml,B,-1,-9.7500581741333,-5.829164365422912e-05,9.749999882489647
ml_expert_minus_novice,26,transformer:academic_nonml:test:6:B,transformer,academic_nonml,B,0,-10.750020980834961,-2.1457441107486375e-05,10.749999523393853
ml_expert_minus_novice,26,transformer:academic_nonml:test:6:B,transformer,academic_nonml,B,1,-11.750007629394531,-7.867782187531702e-06,11.749999761612344
ml_expert_minus_novice,26,transformer:academic_nonml:test:6:B,transformer,academic_nonml,B,2,-13.000001907348633,-2.264974000354414e-06,12.999999642374632
ml_expert_minus_novice,26,transformer:academic_nonml:test:7:A,transformer,academic_nonml,A,-2,-5.006715297698975,-0.006715348921716213,-4.999999948777258
ml_expert_minus_novice,26,transformer:academic_nonml:test:7:A,transformer,academic_nonml,A,-1,-0.575939416885376,-0.825939416885376,0.25
ml_expert_minus_novice,26,transformer:academic_nonml:test:7:A,transformer,academic_nonml,A,0,-0.011047743260860443,-4.511047840118408,4.500000096857548
ml_expert_minus_novice,26,transformer:academic_nonml:test:7:A,transformer,academic_nonml,A,1,-0.0011701886542141438,-6.7511701583862305,6.749999969732016
ml_expert_minus_novice,26,transformer:academic_nonml:test:7:A,transformer,academic_nonml,A,2,-0.0007098776986822486,-7.2507100105285645,7.250000132829882
ml_expert_minus_novice,26,transformer:academic_nonml:test:7:B,transformer,academic_nonml,B,-2,-8.750158309936523,-0.00015841660206206143,8.749999893334461
ml_expert_minus_novice,26,transformer:academic_nonml:test:7:B,transformer,academic_nonml,B,-1,-10.250035285949707,-3.540453326422721e-05,10.249999881416443
ml_expert_minus_novice,26,transformer:academic_nonml:test:7:B,transformer,academic_nonml,B,0,-11.50001049041748,-1.0132738680113107e-05,11.5000003576788
ml_expert_minus_novice,26,transformer:academic_nonml:test:7:B,transformer,academic_nonml,B,1,-12.500003814697266,-3.6954811548639555e-06,12.50000011921611
ml_expert_minus_novice,26,transformer:academic_nonml:test:7:B,transformer,academic_nonml,B,2,-13.500000953674316,-1.4305104514278355e-06,13.499999523163865
nonml_academic_minus_novice,26,resnet:expert:test:6:A,resnet,expert,A,-2,-4.541770613286644e-05,-10.000045776367188,10.000000358661055
nonml_academic_minus_novice,26,resnet:expert:test:6:A,resnet,expert,A,-1,-2.753696753643453e-05,-10.500027656555176,10.50000011958764
nonml_academic_minus_novice,26,resnet:expert:test:6:A,resnet,expert,A,0,-2.753696753643453e-05,-10.500027656555176,10.50000011958764
nonml_academic_minus_novice,26,resnet:expert:test:6:A,resnet,expert,A,1,-4.541770613286644e-05,-10.000045776367188,10.000000358661055
nonml_academic_minus_novice,26,resnet:expert:test:6:A,resnet,expert,A,2,-0.00012337400403339416,-9.000123023986816,8.999999649982783
nonml_academic_minus_novice,26,resnet:expert:test:6:B,resnet,expert,B,-2,-0.005233753472566605,-5.2552337646484375,-5.250000011175871
nonml_academic_minus_novice,26,resnet:expert:test:6:B,resnet,expert,B,-1,-0.029750416055321693,-3.529750347137451,-3.4999999310821295
nonml_academic_minus_novice,26,resnet:expert:test:6:B,resnet,expert,B,0,-0.3132617473602295,-1.3132617473602295,-1.0
nonml_academic_minus_novice,26,resnet:expert:test:6:B,resnet,expert,B,1,-1.7014133930206299,-0.2014133334159851,1.5000000596046448
nonml_academic_minus_novice,26,resnet:expert:test:6:B,resnet,expert,B,2,-3.529750347137451,-0.029750416055321693,3.4999999310821295
nonml_academic_minus_novice,26,resnet:expert:test:7:A,resnet,expert,A,-2,-1.1368709802627563,-0.38687101006507874,-0.7499999701976776
nonml_academic_minus_novice,26,resnet:expert:test:7:A,resnet,expert,A,-1,-0.10020658373832703,-2.3502066135406494,2.2500000298023224
nonml_academic_minus_novice,26,resnet:expert:test:7:A,resnet,expert,A,0,-0.01416344940662384,-4.264163494110107,4.250000044703484
nonml_academic_minus_novice,26,resnet:expert:test:7:A,resnet,expert,A,1,-0.004078404977917671,-5.504078388214111,5.499999983236194
nonml_academic_minus_novice,26,resnet:expert:test:7:A,resnet,expert,A,2,-0.0031777145341038704,-5.753177642822266,5.749999928288162
nonml_academic_minus_novice,26,resnet:expert:test:7:B,resnet,expert,B,-2,-2.753696753643453e-05,-10.500027656555176,-10.50000011958764
nonml_academic_minus_novice,26,resnet:expert:test:7:B,resnet,expert,B,-1,-2.753696753643453e-05,-10.500027656555176,-10.50000011958764
nonml_academic_minus_novice,26,resnet:expert:test:7:B,resnet,expert,B,0,-3.540453326422721e-05,-10.250035285949707,-10.249999881416443
nonml_academic_minus_novice,26,resnet:expert:test:7:B,resnet,expert,B,1,-5.829164365422912e-05,-9.7500581741333,-9.749999882489647
nonml_academic_minus_novice,26,resnet:expert:test:7:B,resnet,expert,B,2,-0.00015841660206206143,-8.750158309936523,-8.749999893334461
nonml_academic_minus_novice,26,resnet:novice:test:6:A,resnet,novice,A,-2,-9.7500581741333,-5.829164365422912e-05,-9.749999882489647
nonml_academic_minus_novice,26,resnet:novice:test:6:A,resnet,novice,A,-1,-7.2507100105285645,-0.0007098776986822486,-7.250000132829882
nonml_academic_minus_novice,26,resnet:novice:test:6:A,resnet,novice,A,0,-5.006715297698975,-0.006715348921716213,-4.999999948777258
nonml_academic_minus_novice,26,resnet:novice:test:6:A,resnet,novice,A,1,-2.811967611312866,-0.06196761503815651,-2.7499999962747097
nonml_academic_minus_novice,26,resnet:novice:test:6:A,resnet,novice,A,2,-1.3132617473602295,-0.3132617473602295,-1.0
nonml_academic_minus_novice,26,resnet:novice:test:6:B,resnet,novice,B,-2,-4.541770613286644e-05,-10.000045776367188,-10.000000358661055
nonml_academic_minus_novice,26,resnet:novice:test:6:B,resnet,novice,B,-1,-5.829164365422912e-05,-9.7500581741333,-9.749999882489647
nonml_academic_minus_novice,26,resnet:novice:test:6:B,resnet,novice,B,0,-0.00012337400403339416,-9.000123023986816,-8.999999649982783
nonml_academic_minus_novice,26,resnet:novice:test:6:B,resnet,novice,B,1,-0.00033539868309162557,-8.000335693359375,-8.000000294676283
nonml_academic_minus_novice,26,resnet:novice:test:6:B,resnet,novice,B,2,-0.0015023384476080537,-6.501502513885498,-6.50000017543789
nonml_academic_minus_novice,26,resnet:novice:test:7:A,resnet,novice,A,-2,-6.002475738525391,-0.0024756519123911858,-6.000000086612999
nonml_academic_minus_novice,26,resnet:novice:test:7:A,resnet,novice,A,-1,-3.529750347137451,-0.029750416055321693,-3.4999999310821295
nonml_academic_minus_novice,26,resnet:novice:test:7:A,resnet,novice,A,0,-1.5019290447235107,-0.25192904472351074,-1.25
nonml_academic_minus_novice,26,resnet:novice:test:7:A,resnet,novice,A,1,-0.38687101006507874,-1.1368709802627563,0.7499999701976776
nonml_academic_minus_novice,26,resnet:novice:test:7:A,resnet,novice,A,2,-0.2014133334159851,-1.7014133930206299,1.5000000596046448
nonml_academic_minus_novice,26,resnet:novice:test:7:B,resnet,novice,B,-2,-0.00012337400403339416,-9.000123023986816,-8.999999649982783
nonml_academic_minus_novice,26,resnet:novice:test:7:B,resnet,novice,B,-1,-0.00020346954988781363,-8.500203132629395,-8.499999663079507
nonml_academic_minus_novice,26,resnet:novice:test:7:B,resnet,novice,B,0,-0.0004306104383431375,-7.750430583953857,-7.749999973515514
nonml_academic_minus_novice,26,resnet:novice:test:7:B,resnet,novice,B,1,-0.0011701886542141438,-6.7511701583862305,-6.749999969732016
nonml_academic_minus_novice,26,resnet:novice:test:7:B,resnet,novice,B,2,-0.005233753472566605,-5.2552337646484375,-5.250000011175871
nonml_academic_minus_novice,26,resnet:academic_nonml:test:6:A,resnet,academic_nonml,A,-2,-0.03804141283035278,-3.288041353225708,3.2499999403953552
nonml_academic_minus_novice,26,resnet:academic_nonml:test:6:A,resnet,academic_nonml,A,-1,-0.004078404977917671,-5.504078388214111,5.499999983236194
nonml_academic_minus_novice,26,resnet:academic_nonml:test:6:A,resnet,academic_nonml,A,0,-0.0015023384476080537,-6.501502513885498,6.50000017543789
nonml_academic_minus_novice,26,resnet:academic_nonml:test:6:A,resnet,academic_nonml,A,1,-0.0015023384476080537,-6.501502513885498,6.50000017543789
nonml_academic_minus_novice,26,resnet:academic_nonml:test:6:A,resnet,academic_nonml,A,2,-0.0024756519123911858,-6.002475738525391,6.000000086612999
nonml_academic_minus_novice,26,resnet:academic_nonml:test:6:B,resnet,academic_nonml,B,-2,-0.0011701886542141438,-6.7511701583862305,-6.749999969732016
nonml_academic_minus_novice,26,resnet:academic_nonml:test:6:B,resnet,academic_nonml,B,-1,-0.0031777145341038704,-5.753177642822266,-5.749999928288162
nonml_academic_minus_novice,26,resnet:academic_nonml:test:6:B,resnet,academic_nonml,B,0,-0.01416344940662384,-4.264163494110107,-4.250000044703484
nonml_academic_minus_novice,26,resnet:academic_nonml:test:6:B,resnet,academic_nonml,B,1,-0.10020658373832703,-2.3502066135406494,-2.2500000298023224
nonml_academic_minus_novice,26,resnet:academic_nonml:test:6:B,resnet,academic_nonml,B,2,-0.4740769863128662,-0.9740769863128662,-0.5
nonml_academic_minus_novice,26,resnet:academic_nonml:test:7:A,resnet,academic_nonml,A,-2,-0.10020658373832703,-2.3502066135406494,2.2500000298023224
nonml_academic_minus_novice,26,resnet:academic_nonml:test:7:A,resnet,academic_nonml,A,-1,-0.008614521473646164,-4.758614540100098,4.7500000186264515
nonml_academic_minus_novice,26,resnet:academic_nonml:test:7:A,resnet,academic_nonml,A,0,-0.0019286142196506262,-6.251928806304932,6.250000192085281
nonml_academic_minus_novice,26,resnet:academic_nonml:test:7:A,resnet,academic_nonml,A,1,-0.0015023384476080537,-6.501502513885498,6.50000017543789
nonml_academic_minus_novice,26,resnet:academic_nonml:test:7:A,resnet,academic_nonml,A,2,-0.0024756519123911858,-6.002475738525391,6.000000086612999
nonml_academic_minus_novice,26,resnet:academic_nonml:test:7:B,resnet,academic_nonml,B,-2,-0.0011701886542141438,-6.7511701583862305,-6.749999969732016
nonml_academic_minus_novice,26,resnet:academic_nonml:test:7:B,resnet,academic_nonml,B,-1,-0.0024756519123911858,-6.002475738525391,-6.000000086612999
nonml_academic_minus_novice,26,resnet:academic_nonml:test:7:B,resnet,academic_nonml,B,0,-0.008614521473646164,-4.758614540100098,-4.7500000186264515
nonml_academic_minus_novice,26,resnet:academic_nonml:test:7:B,resnet,academic_nonml,B,1,-0.04858732968568802,-3.0485873222351074,-2.9999999925494194
nonml_academic_minus_novice,26,resnet:academic_nonml:test:7:B,resnet,academic_nonml,B,2,-0.38687101006507874,-1.1368709802627563,-0.7499999701976776
nonml_academic_minus_novice,26,transformer:expert:test:6:A,transformer,expert,A,-2,-1.6689160474925302e-05,-11.000016212463379,10.999999523302904
nonml_academic_minus_novice,26,transformer:expert:test:6:A,transformer,expert,A,-1,-3.540453326422721e-05,-10.250035285949707,10.249999881416443
nonml_academic_minus_novice,26,transformer:expert:test:6:A,transformer,expert,A,0,-5.829164365422912e-05,-9.7500581741333,9.749999882489647
nonml_academic_minus_novice,26,transformer:expert:test:6:A,transformer,expert,A,1,-0.00015841660206206143,-8.750158309936523,8.749999893334461
nonml_academic_minus_novice,26,transformer:expert:test:6:A,transformer,expert,A,2,-0.00033539868309162557,-8.000335693359375,8.000000294676283
nonml_academic_minus_novice,26,transformer:expert:test:6:B,transformer,expert,B,-2,-13.500000953674316,-1.4305104514278355e-06,13.499999523163865
nonml_academic_minus_novice,26,transformer:expert:test:6:B,transformer,expert,B,-1,-13.750000953674316,-1.0728830375228426e-06,13.749999880791279
nonml_academic_minus_novice,26,transformer:expert:test:6:B,transformer,expert,B,0,-14.5,-4.768370445162873e-07,14.499999523162955
nonml_academic_minus_novice,26,transformer:expert:test:6:B,transformer,expert,B,1,-14.75,-3.576278118089249e-07,14.749999642372188
nonml_academic_minus_novice,26,transformer:expert:test:6:B,transformer,expert,B,2,-15.0,-3.576278118089249e-07,14.999999642372188
nonml_academic_minus_novice,26,transformer:expert:test:7:A,transformer,expert,A,-2,-1.9102240800857544,-0.1602240949869156,-1.7499999850988388
nonml_academic_minus_novice,26,transformer:expert:test:7:A,transformer,expert,A,-1,-0.38687101006507874,-1.1368709802627563,0.7499999701976776
nonml_academic_minus_novice,26,transformer:expert:test:7:A,transformer,expert,A,0,-0.06196761503815651,-2.811967611312866,2.7499999962747097
nonml_academic_minus_novice,26,transformer:expert:test:7:A,transformer,expert,A,1,-0.029750416055321693,-3.529750347137451,3.4999999310821295
nonml_academic_minus_novice,26,transformer:expert:test:7:A,transformer,expert,A,2,-0.018149960786104202,-4.0181498527526855,3.9999998919665813
nonml_academic_minus_novice,26,transformer:expert:test:7:B,transformer,expert,B,-2,-0.00012337400403339416,-9.000123023986816,-8.999999649982783
nonml_academic_minus_novice,26,transformer:expert:test:7:B,transformer,expert,B,-1,-7.486063259420916e-05,-9.50007438659668,-9.499999525964085
nonml_academic_minus_novice,26,transformer:expert:test:7:B,transformer,expert,B,0,-7.486063259420916e-05,-9.50007438659668,-9.499999525964085
nonml_academic_minus_novice,26,transformer:expert:test:7:B,transformer,expert,B,1,-0.00020346954988781363,-8.500203132629395,-8.499999663079507
