encoding,source,condition,alpha,technical_margin
X/Y,quorumweave,matched_other_expert,0.0,1.0624999850988388
X/Y,shardbloom,domain_expert,0.0,1.8124999850988388
X/Y,shardbloom,matched_other_expert,0.0,0.9687499552965164
X/Y,anchorshift,domain_expert,1.0,2.9999999701976776
X/Y,anchorshift,matched_other_expert,1.0,2.96875
X/Y,driftgate,domain_expert,1.0,2.5
X/Y,driftgate,matched_other_expert,1.0,1.96875
X/Y,fluxpatch,domain_expert,1.0,3.875
X/Y,fluxpatch,matched_other_expert,1.0,2.5
X/Y,motifbridge,domain_expert,1.0,0.7499999552965164
X/Y,motifbridge,matched_other_expert,1.0,0.5625
X/Y,phasenest,domain_expert,1.0,1.7187500149011612
X/Y,phasenest,matched_other_expert,1.0,0.125
X/Y,phasesar,domain_expert,1.0,2.0625
X/Y,phasesar,matched_other_expert,1.0,1.15625
X/Y,quorumweave,domain_expert,1.0,2.0
X/Y,quorumweave,matched_other_expert,1.0,1.1875
X/Y,shardbloom,domain_expert,1.0,1.90625
X/Y,shardbloom,matched_other_expert,1.0,1.0937499701976776
X/Y,anchorshift,domain_expert,2.0,3.375
X/Y,anchorshift,matched_other_expert,2.0,3.15625
X/Y,driftgate,domain_expert,2.0,2.75
X/Y,driftgate,matched_other_expert,2.0,2.1875
X/Y,fluxpatch,domain_expert,2.0,4.125
X/Y,fluxpatch,matched_other_expert,2.0,2.6875
X/Y,motifbridge,domain_expert,2.0,0.9375
X/Y,motifbridge,matched_other_expert,2.0,0.65625
X/Y,phasenest,domain_expert,2.0,1.9375
X/Y,phasenest,matched_other_expert,2.0,0.1249999850988388
X/Y,phasesar,domain_expert,2.0,2.281250014901161
X/Y,phasesar,matched_other_expert,2.0,1.28125
X/Y,quorumweave,domain_expert,2.0,2.21875
X/Y,quorumweave,matched_other_expert,2.0,1.3750000149011612
X/Y,shardbloom,domain_expert,2.0,2.15625
X/Y,shardbloom,matched_other_expert,2.0,1.2812499850988388
1/2,anchorshift,domain_expert,-2.0,2.312499985098839
1/2,anchorshift,matched_other_expert,-2.0,2.15625
1/2,driftgate,domain_expert,-2.0,1.8125
1/2,driftgate,matched_other_expert,-2.0,1.0625
1/2,fluxpatch,domain_expert,-2.0,2.78125
1/2,fluxpatch,matched_other_expert,-2.0,1.8437499850988388
1/2,motifbridge,domain_expert,-2.0,0.4999999850988388
1/2,motifbridge,matched_other_expert,-2.0,0.0625
1/2,phasenest,domain_expert,-2.0,1.0625
1/2,phasenest,matched_other_expert,-2.0,0.21875
1/2,phasesar,domain_expert,-2.0,1.5
1/2,phasesar,matched_other_expert,-2.0,0.78125
1/2,quorumweave,domain_expert,-2.0,1.09375
1/2,quorumweave,matched_other_expert,-2.0,0.6875
1/2,shardbloom,domain_expert,-2.0,1.5
1/2,shardbloom,matched_other_expert,-2.0,0.9374999850988388
1/2,anchorshift,domain_expert,-1.0,2.593749985098839
1/2,anchorshift,matched_other_expert,-1.0,2.40625
1/2,driftgate,domain_expert,-1.0,2.03125
1/2,driftgate,matched_other_expert,-1.0,1.25
1/2,fluxpatch,domain_expert,-1.0,3.125
1/2,fluxpatch,matched_other_expert,-1.0,2.03125
1/2,motifbridge,domain_expert,-1.0,0.5937499850988388
1/2,motifbridge,matched_other_expert,-1.0,0.15625
1/2,phasenest,domain_expert,-1.0,1.15625
1/2,phasenest,matched_other_expert,-1.0,0.3125
1/2,phasesar,domain_expert,-1.0,1.7187499850988388
1/2,phasesar,matched_other_expert,-1.0,1.0
1/2,quorumweave,domain_expert,-1.0,1.21875
1/2,quorumweave,matched_other_expert,-1.0,0.7812500149011612
1/2,shardbloom,domain_expert,-1.0,1.65625
1/2,shardbloom,matched_other_expert,-1.0,1.09375
1/2,anchorshift,domain_expert,0.0,2.875
1/2,anchorshift,matched_other_expert,0.0,2.7499999403953552
1/2,driftgate,domain_expert,0.0,2.25
1/2,driftgate,matched_other_expert,0.0,1.40625
1/2,fluxpatch,domain_expert,0.0,3.375
1/2,fluxpatch,matched_other_expert,0.0,2.21875
1/2,motifbridge,domain_expert,0.0,0.75
1/2,motifbridge,matched_other_expert,0.0,0.2187499701976776
1/2,phasenest,domain_expert,0.0,1.34375
1/2,phasenest,matched_other_expert,0.0,0.3125
1/2,phasesar,domain_expert,0.0,1.9375
1/2,phasesar,matched_other_expert,0.0,1.125
1/2,quorumweave,domain_expert,0.0,1.46875
1/2,quorumweave,matched_other_expert,0.0,0.9374999850988388
1/2,shardbloom,domain_expert,0.0,1.875
1/2,shardbloom,matched_other_expert,0.0,1.28125
1/2,anchorshift,domain_expert,1.0,3.25
1/2,anchorshift,matched_other_expert,1.0,3.0
1/2,driftgate,domain_expert,1.0,2.5
1/2,driftgate,matched_other_expert,1.0,1.5312499701976776
1/2,fluxpatch,domain_expert,1.0,3.71875
1/2,fluxpatch,matched_other_expert,1.0,2.4687499701976776
1/2,motifbridge,domain_expert,1.0,0.8125
1/2,motifbridge,matched_other_expert,1.0,0.2812499850988388
1/2,phasenest,domain_expert,1.0,1.5
1/2,phasenest,matched_other_expert,1.0,0.375
1/2,phasesar,domain_expert,1.0,2.2499999701976776
1/2,phasesar,matched_other_expert,1.0,1.28125
1/2,quorumweave,domain_expert,1.0,1.6874999701976776
1/2,quorumweave,matched_other_expert,1.0,1.0625
1/2,shardbloom,domain_expert,1.0,2.0625
1/2,shardbloom,matched_other_expert,1.0,1.40625
1/2,anchorshift,domain_expert,2.0,3.53125
1/2,anchorshift,matched_other_expert,2.0,3.3437499701976776
1/2,driftgate,domain_expert,2.0,2.75
1/2,driftgate,matched_other_expert,2.0,1.7187499701976776
1/2,fluxpatch,domain_expert,2.0,3.96875
1/2,fluxpatch,matched_other_expert,2.0,2.71875
1/2,motifbridge,domain_expert,2.0,0.96875
1/2,motifbridge,matched_other_expert,2.0,0.3749999850988388
1/2,phasenest,domain_expert,2.0,1.6250000298023224
1/2,phasenest,matched_other_expert,2.0,0.375
1/2,phasesar,domain_expert,2.0,2.40625
1/2,phasesar,matched_other_expert,2.0,1.46875
1/2,quorumweave,domain_expert,2.0,1.84375
1/2,quorumweave,matched_other_expert,2.0,1.1875
1/2,shardbloom,domain_expert,2.0,2.2812499701976776
1/2,shardbloom,matched_other_expert,2.0,1.5625000298023224
