example_id,source_id,source_role,condition,split,profile_index,technical_label,logp_A,logp_B,technical_margin
kriging:matched_other_expert:train:3:A,kriging,geospatial,matched_other_expert,train,3,A,-7.486063259420916e-05,-9.50007438659668,9.499999525964085
kriging:matched_other_expert:train:3:B,kriging,geospatial,matched_other_expert,train,3,B,-0.029750416055321693,-3.529750347137451,-3.4999999310821295
kriging:matched_other_expert:validation:4:A,kriging,geospatial,matched_other_expert,validation,4,A,-0.6931471824645996,-0.6931471824645996,0.0
kriging:matched_other_expert:validation:4:B,kriging,geospatial,matched_other_expert,validation,4,B,-1.2993727978027891e-05,-11.25001335144043,-11.250000357712452
kriging:matched_other_expert:validation:5:A,kriging,geospatial,matched_other_expert,validation,5,A,-0.4740769863128662,-0.9740769863128662,0.5
kriging:matched_other_expert:validation:5:B,kriging,geospatial,matched_other_expert,validation,5,B,-0.00012337400403339416,-9.000123023986816,-8.999999649982783
kriging:matched_other_expert:test:6:A,kriging,geospatial,matched_other_expert,test,6,A,-0.0015023384476080537,-6.501502513885498,6.50000017543789
kriging:matched_other_expert:test:6:B,kriging,geospatial,matched_other_expert,test,6,B,-2.753696753643453e-05,-10.500027656555176,-10.50000011958764
kriging:matched_other_expert:test:7:A,kriging,geospatial,matched_other_expert,test,7,A,-0.0005529781919904053,-7.500553131103516,7.500000152911525
kriging:matched_other_expert:test:7:B,kriging,geospatial,matched_other_expert,test,7,B,-3.540453326422721e-05,-10.250035285949707,-10.249999881416443
